date,underlying,volume,open,high,low
07-26 12:04:06:370524,194.305,1,193.67,194.94,193.32
07-26 12:04:07:362897,194.303,1,193.67,194.94,193.32
07-26 12:04:08:370070,194.303,1,193.67,194.94,193.32
07-26 12:04:09:379275,194.303,1,193.67,194.94,193.32
07-26 12:04:10:377354,194.303,1,193.67,194.94,193.32
07-26 12:04:11:380468,194.2969,1,193.67,194.94,193.32
07-26 12:04:12:385094,194.295,1,193.67,194.94,193.32
07-26 12:04:13:388292,194.29,1,193.67,194.94,193.32
07-26 12:04:14:449302,194.28,1,193.67,194.94,193.32
07-26 12:04:15:422139,194.28,1,193.67,194.94,193.32
07-26 12:04:16:460771,194.29,1,193.67,194.94,193.32
07-26 12:04:17:457186,194.29,1,193.67,194.94,193.32
07-26 12:04:18:425407,194.29,1,193.67,194.94,193.32
07-26 12:04:19:474325,194.29,4,193.67,194.94,193.32
07-26 12:04:20:443840,194.29,4,193.67,194.94,193.32
07-26 12:04:21:485272,194.3,7,193.67,194.94,193.32
07-26 12:04:22:459574,194.3,7,193.67,194.94,193.32
07-26 12:04:23:494045,194.2944,1,193.67,194.94,193.32
07-26 12:04:24:506993,194.3,1,193.67,194.94,193.32
07-26 12:04:25:526721,194.3,1,193.67,194.94,193.32
07-26 12:04:26:483419,194.3,1,193.67,194.94,193.32
07-26 12:04:27:523140,194.3,1,193.67,194.94,193.32
07-26 12:04:28:531421,194.2995,2,193.67,194.94,193.32
07-26 12:04:29:536179,194.3,1,193.67,194.94,193.32
07-26 12:04:30:547678,194.3,2,193.67,194.94,193.32
07-26 12:04:31:510089,194.3,2,193.67,194.94,193.32
07-26 12:04:32:509637,194.295,1,193.67,194.94,193.32
07-26 12:04:33:547391,194.31,1,193.67,194.94,193.32
07-26 12:04:34:535236,194.31,1,193.67,194.94,193.32
07-26 12:04:35:532059,194.3091,7,193.67,194.94,193.32
07-26 12:04:36:569831,194.3091,7,193.67,194.94,193.32
07-26 12:04:37:535017,194.32,9,193.67,194.94,193.32
07-26 12:04:38:538527,194.32,1,193.67,194.94,193.32
07-26 12:04:39:551934,194.33,1,193.67,194.94,193.32
07-26 12:04:40:557808,194.33,1,193.67,194.94,193.32
07-26 12:04:41:602336,194.33,1,193.67,194.94,193.32
07-26 12:04:42:571036,194.33,1,193.67,194.94,193.32
07-26 12:04:43:580241,194.3101,1,193.67,194.94,193.32
07-26 12:04:44:586575,194.33,1,193.67,194.94,193.32
07-26 12:04:45:634247,194.33,1,193.67,194.94,193.32
07-26 12:04:46:588119,194.33,1,193.67,194.94,193.32
07-26 12:04:47:585045,194.3269,3,193.67,194.94,193.32
07-26 12:04:48:635810,194.3299,5,193.67,194.94,193.32
07-26 12:04:49:633689,194.3299,5,193.67,194.94,193.32
07-26 12:04:50:598074,194.3299,5,193.67,194.94,193.32
07-26 12:04:51:596658,194.33,1,193.67,194.94,193.32
07-26 12:04:52:607977,194.345,5,193.67,194.94,193.32
07-26 12:04:53:610934,194.345,5,193.67,194.94,193.32
07-26 12:04:54:618739,194.35,1,193.67,194.94,193.32
07-26 12:04:55:625045,194.345,1,193.67,194.94,193.32
07-26 12:04:56:626753,194.345,2,193.67,194.94,193.32
07-26 12:04:57:625069,194.3509,3,193.67,194.94,193.32
07-26 12:04:58:634247,194.36,1,193.67,194.94,193.32
07-26 12:04:59:691264,194.36,1,193.67,194.94,193.32
07-26 12:05:00:683948,194.36,1,193.67,194.94,193.32
07-26 12:05:01:653345,194.36,1,193.67,194.94,193.32
07-26 12:05:02:643458,194.36,1,193.67,194.94,193.32
07-26 12:05:03:647679,194.36,1,193.67,194.94,193.32
07-26 12:05:04:650566,194.36,1,193.67,194.94,193.32
07-26 12:05:05:663401,194.36,1,193.67,194.94,193.32
07-26 12:05:06:658720,194.37,1,193.67,194.94,193.32
07-26 12:05:07:707309,194.3669,10,193.67,194.94,193.32
07-26 12:05:08:671689,194.35,1,193.67,194.94,193.32
07-26 12:05:09:723631,194.35,1,193.67,194.94,193.32
07-26 12:05:10:684694,194.36,3,193.67,194.94,193.32
07-26 12:05:11:726216,194.37,1,193.67,194.94,193.32
07-26 12:05:12:693172,194.37,1,193.67,194.94,193.32
07-26 12:05:13:696428,194.37,1,193.67,194.94,193.32
07-26 12:05:14:713708,194.39,5,193.67,194.94,193.32
07-26 12:05:15:753871,194.3801,5,193.67,194.94,193.32
07-26 12:05:16:718708,194.39,1,193.67,194.94,193.32
07-26 12:05:17:759106,194.385,2,193.67,194.94,193.32
07-26 12:05:18:729533,194.385,13,193.67,194.94,193.32
07-26 12:05:19:766480,194.385,13,193.67,194.94,193.32
07-26 12:05:20:825893,194.3876,1,193.67,194.94,193.32
07-26 12:05:21:779588,194.385,1,193.67,194.94,193.32
07-26 12:05:22:734973,194.385,1,193.67,194.94,193.32
07-26 12:05:23:748895,194.3843,3,193.67,194.94,193.32
07-26 12:05:24:747708,194.3843,3,193.67,194.94,193.32
07-26 12:05:25:783404,194.38,1,193.67,194.94,193.32
07-26 12:05:26:796702,194.38,2,193.67,194.94,193.32
07-26 12:05:27:809463,194.3734,6,193.67,194.94,193.32
07-26 12:05:28:806746,194.3738,3,193.67,194.94,193.32
07-26 12:05:29:777119,194.3738,3,193.67,194.94,193.32
07-26 12:05:30:829798,194.375,1,193.67,194.94,193.32
07-26 12:05:31:820667,194.375,1,193.67,194.94,193.32
07-26 12:05:32:784225,194.375,1,193.67,194.94,193.32
07-26 12:05:33:827082,194.3795,1,193.67,194.94,193.32
07-26 12:05:34:795560,194.3795,1,193.67,194.94,193.32
07-26 12:05:35:794025,194.375,1,193.67,194.94,193.32
07-26 12:05:36:803069,194.38,1,193.67,194.94,193.32
07-26 12:05:37:843908,194.38,1,193.67,194.94,193.32
07-26 12:05:38:845148,194.3779,2,193.67,194.94,193.32
07-26 12:05:39:845628,194.3779,2,193.67,194.94,193.32
07-26 12:05:40:817600,194.38,1,193.67,194.94,193.32
07-26 12:05:41:817910,194.38,1,193.67,194.94,193.32
07-26 12:05:42:823579,194.38,1,193.67,194.94,193.32
07-26 12:05:43:833916,194.38,1,193.67,194.94,193.32
07-26 12:05:44:837253,194.38,1,193.67,194.94,193.32
07-26 12:05:45:837354,194.36,1,193.67,194.94,193.32
07-26 12:05:46:848108,194.37,1,193.67,194.94,193.32
07-26 12:05:47:886530,194.36,1,193.67,194.94,193.32
07-26 12:05:48:867772,194.36,1,193.67,194.94,193.32
07-26 12:05:49:871389,194.3601,5,193.67,194.94,193.32
07-26 12:05:50:878525,194.3674,1,193.67,194.94,193.32
07-26 12:05:51:879579,194.37,1,193.67,194.94,193.32
07-26 12:05:52:888610,194.37,1,193.67,194.94,193.32
07-26 12:05:53:887589,194.37,1,193.67,194.94,193.32
07-26 12:05:54:937087,194.37,1,193.67,194.94,193.32
07-26 12:05:55:916173,194.37,1,193.67,194.94,193.32
07-26 12:05:56:899925,194.365,1,193.67,194.94,193.32
07-26 12:05:57:906888,194.3689,1,193.67,194.94,193.32
07-26 12:05:58:946715,194.3689,1,193.67,194.94,193.32
07-26 12:05:59:922811,194.37,1,193.67,194.94,193.32
07-26 12:06:00:929960,194.37,1,193.67,194.94,193.32
07-26 12:06:01:970461,194.37,1,193.67,194.94,193.32
07-26 12:06:02:926053,194.375,5,193.67,194.94,193.32
07-26 12:06:03:967430,194.3735,1,193.67,194.94,193.32
07-26 12:06:04:935549,194.38,1,193.67,194.94,193.32
07-26 12:06:05:946267,194.37,1,193.67,194.94,193.32
07-26 12:06:06:958206,194.37,1,193.67,194.94,193.32
07-26 12:06:07:963542,194.3772,1,193.67,194.94,193.32
07-26 12:06:09:008021,194.3772,1,193.67,194.94,193.32
07-26 12:06:10:016121,194.37,1,193.67,194.94,193.32
07-26 12:06:10:972974,194.375,1,193.67,194.94,193.32
07-26 12:06:11:975001,194.3791,5,193.67,194.94,193.32
07-26 12:06:12:985589,194.37,1,193.67,194.94,193.32
07-26 12:06:13:987920,194.375,1,193.67,194.94,193.32
07-26 12:06:14:996971,194.375,1,193.67,194.94,193.32
07-26 12:06:16:037693,194.37,1,193.67,194.94,193.32
07-26 12:06:16:997276,194.37,1,193.67,194.94,193.32
07-26 12:06:18:006611,194.3701,1,193.67,194.94,193.32
07-26 12:06:19:051852,194.35,1,193.67,194.94,193.32
07-26 12:06:20:050361,194.3501,5,193.67,194.94,193.32
07-26 12:06:21:018760,194.351,15,193.67,194.94,193.32
07-26 12:06:22:024148,194.351,15,193.67,194.94,193.32
07-26 12:06:23:030321,194.3521,1,193.67,194.94,193.32
07-26 12:06:24:030150,194.3501,3,193.67,194.94,193.32
07-26 12:06:25:083881,194.3501,3,193.67,194.94,193.32
07-26 12:06:26:092224,194.3501,3,193.67,194.94,193.32
07-26 12:06:27:058411,194.36,1,193.67,194.94,193.32
07-26 12:06:28:063925,194.37,1,193.67,194.94,193.32
07-26 12:06:29:069333,194.3799,12,193.67,194.94,193.32
07-26 12:06:30:076551,194.3799,12,193.67,194.94,193.32
07-26 12:06:31:083928,194.37,1,193.67,194.94,193.32
07-26 12:06:32:123054,194.37,1,193.67,194.94,193.32
07-26 12:06:33:129090,194.38,4,193.67,194.94,193.32
07-26 12:06:34:145869,194.365,1,193.67,194.94,193.32
07-26 12:06:35:142393,194.365,1,193.67,194.94,193.32
07-26 12:06:36:098659,194.365,1,193.67,194.94,193.32
07-26 12:06:37:104769,194.365,1,193.67,194.94,193.32
07-26 12:06:38:122072,194.37,1,193.67,194.94,193.32
07-26 12:06:39:120048,194.3732,1,193.67,194.94,193.32
07-26 12:06:40:162257,194.375,1,193.67,194.94,193.32
07-26 12:06:41:131670,194.37,2,193.67,194.94,193.32
07-26 12:06:42:147017,194.37,1,193.67,194.94,193.32
07-26 12:06:43:181838,194.37,1,193.67,194.94,193.32
07-26 12:06:44:184868,194.38,1,193.67,194.94,193.32
07-26 12:06:45:183522,194.38,1,193.67,194.94,193.32
07-26 12:06:46:201734,194.37,1,193.67,194.94,193.32
07-26 12:06:47:208915,194.37,1,193.67,194.94,193.32
07-26 12:06:48:167782,194.38,1,193.67,194.94,193.32
07-26 12:06:49:176128,194.38,1,193.67,194.94,193.32
07-26 12:06:50:171699,194.38,1,193.67,194.94,193.32
07-26 12:06:51:183927,194.38,1,193.67,194.94,193.32
07-26 12:06:52:187905,194.385,1,193.67,194.94,193.32
07-26 12:06:53:207043,194.3825,1,193.67,194.94,193.32
07-26 12:06:54:240560,194.3825,1,193.67,194.94,193.32
07-26 12:06:55:207483,194.38,1,193.67,194.94,193.32
07-26 12:06:56:212675,194.3825,1,193.67,194.94,193.32
07-26 12:06:57:221780,194.385,1,193.67,194.94,193.32
07-26 12:06:58:263598,194.3701,1,193.67,194.94,193.32
07-26 12:06:59:267113,194.38,1,193.67,194.94,193.32
07-26 12:07:00:275452,194.38,1,193.67,194.94,193.32
07-26 12:07:01:248551,194.3799,1,193.67,194.94,193.32
07-26 12:07:02:250768,194.3799,1,193.67,194.94,193.32
07-26 12:07:03:258361,194.3715,2,193.67,194.94,193.32
07-26 12:07:04:267790,194.3715,2,193.67,194.94,193.32
07-26 12:07:05:318270,194.37,1,193.67,194.94,193.32
07-26 12:07:06:321750,194.365,2,193.67,194.94,193.32
07-26 12:07:07:288003,194.36,1,193.67,194.94,193.32
07-26 12:07:08:289383,194.355,1,193.67,194.94,193.32
07-26 12:07:09:292862,194.355,1,193.67,194.94,193.32
07-26 12:07:10:338984,194.355,1,193.67,194.94,193.32
07-26 12:07:11:305856,194.3631,1,193.67,194.94,193.32
07-26 12:07:12:295332,194.3631,1,193.67,194.94,193.32
07-26 12:07:13:304746,194.365,1,193.67,194.94,193.32
07-26 12:07:14:308544,194.36,1,193.67,194.94,193.32
07-26 12:07:15:322357,194.36,1,193.67,194.94,193.32
07-26 12:07:16:336003,194.35,1,193.67,194.94,193.32
07-26 12:07:17:322534,194.35,1,193.67,194.94,193.32
07-26 12:07:18:365862,194.3312,1,193.67,194.94,193.32
07-26 12:07:19:339331,194.335,13,193.67,194.94,193.32
07-26 12:07:20:347371,194.33,1,193.67,194.94,193.32
07-26 12:07:21:339259,194.3399,13,193.67,194.94,193.32
07-26 12:07:22:386705,194.3399,13,193.67,194.94,193.32
07-26 12:07:23:405893,194.3399,13,193.67,194.94,193.32
07-26 12:07:24:404033,194.3391,1,193.67,194.94,193.32
07-26 12:07:25:372528,194.34,1,193.67,194.94,193.32
07-26 12:07:26:374907,194.34,1,193.67,194.94,193.32
07-26 12:07:27:400564,194.34,1,193.67,194.94,193.32
07-26 12:07:28:394621,194.345,1,193.67,194.94,193.32
07-26 12:07:29:423498,194.345,1,193.67,194.94,193.32
07-26 12:07:30:400968,194.345,1,193.67,194.94,193.32
07-26 12:07:31:442385,194.345,1,193.67,194.94,193.32
07-26 12:07:32:417843,194.345,1,193.67,194.94,193.32
07-26 12:07:33:418677,194.34,1,193.67,194.94,193.32
07-26 12:07:34:463805,194.345,1,193.67,194.94,193.32
07-26 12:07:35:460839,194.34,1,193.67,194.94,193.32
07-26 12:07:36:464443,194.33,1,193.67,194.94,193.32
07-26 12:07:37:433483,194.33,1,193.67,194.94,193.32
07-26 12:07:38:480187,194.33,1,193.67,194.94,193.32
07-26 12:07:39:492641,194.33,1,193.67,194.94,193.32
07-26 12:07:40:460001,194.33,1,193.67,194.94,193.32
07-26 12:07:41:492138,194.3391,5,193.67,194.94,193.32
07-26 12:07:42:461632,194.3391,5,193.67,194.94,193.32
07-26 12:07:43:464476,194.335,1,193.67,194.94,193.32
07-26 12:07:44:467963,194.335,1,193.67,194.94,193.32
07-26 12:07:45:473433,194.33,1,193.67,194.94,193.32
07-26 12:07:46:509647,194.33,1,193.67,194.94,193.32
07-26 12:07:47:475826,194.331,2,193.67,194.94,193.32
07-26 12:07:48:516580,194.325,1,193.67,194.94,193.32
07-26 12:07:49:485811,194.325,1,193.67,194.94,193.32
07-26 12:07:50:524468,194.325,1,193.67,194.94,193.32
07-26 12:07:51:529352,194.325,1,193.67,194.94,193.32
07-26 12:07:52:507891,194.325,1,193.67,194.94,193.32
07-26 12:07:53:510861,194.325,1,193.67,194.94,193.32
07-26 12:07:54:511169,194.325,1,193.67,194.94,193.32
07-26 12:07:55:522891,194.29,3,193.67,194.94,193.32
07-26 12:07:56:508301,194.29,1,193.67,194.94,193.32
07-26 12:07:57:557106,194.3,1,193.67,194.94,193.32
07-26 12:07:58:519290,194.31,9,193.67,194.94,193.32
07-26 12:07:59:523055,194.3091,1,193.67,194.94,193.32
07-26 12:08:00:568786,194.3122,1,193.67,194.94,193.32
07-26 12:08:01:537447,194.3183,4,193.67,194.94,193.32
07-26 12:08:02:561132,194.3183,4,193.67,194.94,193.32
07-26 12:08:03:584720,194.325,1,193.67,194.94,193.32
07-26 12:08:04:550935,194.32,1,193.67,194.94,193.32
07-26 12:08:05:551264,194.32,1,193.67,194.94,193.32
07-26 12:08:06:589279,194.3195,5,193.67,194.94,193.32
07-26 12:08:07:556281,194.325,3,193.67,194.94,193.32
07-26 12:08:08:554704,194.325,1,193.67,194.94,193.32
07-26 12:08:09:562506,194.32,1,193.67,194.94,193.32
07-26 12:08:10:559192,194.32,1,193.67,194.94,193.32
07-26 12:08:11:598713,194.32,1,193.67,194.94,193.32
07-26 12:08:12:563684,194.32,1,193.67,194.94,193.32
07-26 12:08:13:564248,194.32,1,193.67,194.94,193.32
07-26 12:08:14:605478,194.32,1,193.67,194.94,193.32
07-26 12:08:15:570599,194.32,1,193.67,194.94,193.32
07-26 12:08:16:572822,194.32,1,193.67,194.94,193.32
07-26 12:08:17:577579,194.32,1,193.67,194.94,193.32
07-26 12:08:18:571010,194.315,2,193.67,194.94,193.32
07-26 12:08:19:606651,194.315,2,193.67,194.94,193.32
07-26 12:08:20:580357,194.315,1,193.67,194.94,193.32
07-26 12:08:21:577479,194.315,1,193.67,194.94,193.32
07-26 12:08:22:623740,194.315,1,193.67,194.94,193.32
07-26 12:08:23:581538,194.3101,1,193.67,194.94,193.32
07-26 12:08:24:606441,194.3132,1,193.67,194.94,193.32
07-26 12:08:25:623855,194.3,1,193.67,194.94,193.32
07-26 12:08:26:597028,194.305,5,193.67,194.94,193.32
07-26 12:08:27:600361,194.3028,2,193.67,194.94,193.32
07-26 12:08:28:599237,194.3028,2,193.67,194.94,193.32
07-26 12:08:29:634713,194.3028,2,193.67,194.94,193.32
07-26 12:08:30:604495,194.3091,1,193.67,194.94,193.32
07-26 12:08:31:647642,194.305,1,193.67,194.94,193.32
07-26 12:08:32:646946,194.3006,1,193.67,194.94,193.32
07-26 12:08:33:656313,194.305,1,193.67,194.94,193.32
07-26 12:08:34:620492,194.305,1,193.67,194.94,193.32
07-26 12:08:35:653181,194.3036,3,193.67,194.94,193.32
07-26 12:08:36:619466,194.31,1,193.67,194.94,193.32
07-26 12:08:37:631828,194.31,1,193.67,194.94,193.32
07-26 12:08:38:670246,194.31,1,193.67,194.94,193.32
07-26 12:08:39:690794,194.3064,1,193.67,194.94,193.32
07-26 12:08:40:753003,194.3064,1,193.67,194.94,193.32
07-26 12:08:41:801423,194.3064,1,193.67,194.94,193.32
07-26 12:23:47:366909,194.22,1,193.67,194.94,193.32
07-26 12:23:47:954619,194.22,1,193.67,194.94,193.32
07-26 12:23:49:003929,194.22,1,193.67,194.94,193.32
07-26 12:23:49:973399,194.22,1,193.67,194.94,193.32
07-26 12:23:51:014750,194.222,1,193.67,194.94,193.32
07-26 12:23:51:972092,194.21,1,193.67,194.94,193.32
07-26 12:23:52:990020,194.208,1,193.67,194.94,193.32
07-26 12:23:53:983902,194.19,14,193.67,194.94,193.32
07-26 12:23:55:031946,194.195,1,193.67,194.94,193.32
07-26 12:23:55:989363,194.205,1,193.67,194.94,193.32
07-26 12:23:56:996981,194.205,1,193.67,194.94,193.32
07-26 12:23:57:999743,194.205,1,193.67,194.94,193.32
07-26 12:23:59:003670,194.205,5,193.67,194.94,193.32
07-26 12:24:00:010521,194.205,5,193.67,194.94,193.32
07-26 12:24:01:051558,194.215,1,193.67,194.94,193.32
07-26 12:24:02:041276,194.2191,4,193.67,194.94,193.32